name,author,content,tag
華州西,白居易,每逢人靜慵多歇，不計程行困即眠。上得籃輿未能去，春風敷水店門前。,
別橋上竹,白居易,穿橋迸竹不依行，恐礙行人被損傷。我去自慚遺愛少，不教君得似甘棠。,
從陝至東京,白居易,從陝至東京，山低路漸平。風光四百里，車馬十三程。花共垂鞭看，杯多並轡傾。笙歌與談笑，隨分自將行。,
燒藥不成命酒獨醉,白居易,白髮逢秋王，丹砂見火空。不能留奼女，爭免作衰翁。賴有杯中綠，能為面上紅。少年心不遠，只在半酣中。,
襄陽舟夜,白居易,下馬襄陽郭，移舟漢陰驛。秋風截江起，寒浪連天白。本是多愁人，復此風波夕。,
崔十八新池,白居易,愛君新小池，池色無人知。見底月明夜，無波風定時。忽看不似水，一泊稀琉璃。,
夢得臥病攜酒相尋先以此寄,白居易,病來知少客，誰可以為娛。日晏開門未？秋寒有酒無？自宜相慰問，何必待招呼。小疾無妨飲，還須挈一壺。,
長洲苑,白居易,春入長洲草又生，鷓鴣飛起少人行。年深不辨娃宮處，夜夜蘇臺空月明。,
寒食日寄楊東川,白居易,不知楊六逢寒食，作底歡娛過此辰？兜率寺高宜望月，嘉陵江近好遊春。蠻旗似火行隨馬，蜀妓如花坐繞身。不使黔婁夫婦看，誇張富貴向何人？,
答微之泊西陵驛見寄,白居易,煙波盡處一點白，應是西陵古驛臺。知在臺邊望不見，暮潮空送渡船回。,
送馮舍人閣老往襄陽,白居易,紫微閣底送君回，第二廳簾下不開。莫戀漢南風景好，峴山花盡早歸來。,
強起迎春戲寄思黯,白居易,杖策人扶廢病身，晴和強起一迎春。他時蹇跛縱行得，笑殺平原樓上人。,
池西亭,白居易,朱欄映晚樹，金魄落秋池。還似錢唐夜，西樓月出時。,
秋房夜,白居易,雲露青天月漏光，中庭立久卻歸房。水窗席冷未能臥，挑盡殘燈秋夜長。,
偶詠,白居易,御熱蕉衣健，扶羸竹杖輕。誦經憑檻立，散藥繞廊行。暝槿無風落，秋蟲欲雨鳴。身閒當將息，病亦有心情。,
重感,白居易,停驂歇路隅，重感一長吁。擾擾生還死，紛紛榮又枯。困支青竹杖，閒捋白髭鬚。莫嘆身衰老，交遊半已無。,
寓言題僧,白居易,劫風火起燒荒宅，苦海波生蕩破船。力小無因救焚溺，清涼山下且安禪。,
問移竹,白居易,問君移竹意如何，慎勿排行但間窠。多種少栽皆有意，大都少校不如多。,
贈談客,白居易,上客清談何亹亹，幽人閒思自寥寥。請君休說長安事，膝上風清琴正調。,
任老,白居易,不愁陌上春光盡，亦任庭前日影斜。面黑眼昏頭雪白，老應無可更增加。,
宿龍潭寺,白居易,夜上九潭誰是伴，雲隨飛蓋月隨杯。明年尚作三川守，此地兼將歌舞來。,
寄李相公,白居易,漸老只謀歡，雖貧不要官。唯求造化力，試為駐春看。,
聽歌六絕句·想夫憐,白居易,玉管朱弦莫急催，容聽歌送十分杯。長愛夫憐第二句，請君重唱夕陽開。,
山雉,白居易,五步一啄草，十步一飲水。適性遂其生，時哉山樑雉。樑上無罾繳，樑下無鷹鸇。雌雄與群雛，皆得終天年。嗟嗟籠下雞，及彼池中雁。既有稻粱恩，必有犧牲患。,
又答賀客,白居易,銀章暫假為專城，賀客來多懶起迎。似掛緋衫衣架上，朽株枯竹有何榮？,
河陽石尚書破回鶻、迎貴主、過上黨射鷺鶿，,白居易,塞北虜郊隨手破，山東賊壘掉鞭收。烏孫公主歸秦地，白馬將軍入潞州。劍拔青鱗蛇尾活，弦抨赤羽火星流。須知鳥目猶難漏，縱有天狼豈足憂。尚書將入潞府，偶逢水鳥鷺鷥，引弓射之，一發中目，三軍踴躍，其事上聞，詔下美之。畫角三聲刁斗曉，清商一部管絃秋。他時麟閣圖勳業，更合何人居上頭。,
早梳頭,白居易,夜沐早梳頭，窗明秋鏡曉。颯然握中發，一沐知一少。年事漸蹉跎，世緣方繳繞。不學空門法，老病何由了。未得無生心，白頭亦為夭。,
雨中訪崔十八,白居易,肩舁仍挈榼，莫怪就君來。秋雨經三宿，無人勸一杯。,
花酒,白居易,香醅淺酌浮如蟻，雪鬢新梳薄似蟬。為報洛城花酒道，莫辭送老二三年。,
答山侶,白居易,頷下髭鬚半是絲，光陰向後幾多時？非無解掛簪纓意，未有支援伏臘資。冒熱衝寒徒自取，隨行逐隊欲何為？更慚山侶頻傳語，五十歸來道未遲。,
酬夢得以予五月長齋延僧徒絕賓友見戲十韻,白居易,賓客懶逢迎，翛然池館清。檐閒空燕語，林靜未蟬鳴。葷血還休食，杯觴亦罷傾。三春多放逸，五月暫修行。香印朝煙細，紗燈夕焰明。交遊諸長老，師事古先生。禪後心彌寂，齋來體更輕。不唯忘肉味，兼擬滅風情。蒙以聲聞待，難將戲論爭。虛空若有佛，靈運恐先成。,
寄情,白居易,灼灼早春梅，東南枝最早。持來玩未足，花向手中老。芳香銷掌握，悵望生懷抱。豈無後開花，念此先開好。,
久雨閒悶對酒偶吟,白居易,悽悽苦雨暗銅駝，嫋嫋涼風起漕河。自夏及秋晴日少，從朝至暮悶時多。鷺臨池立窺魚笱，隼傍林飛拂雀羅。賴有杯中神聖物，百憂無奈十分何。,
醉後狂言酬贈蕭、殷二協律,白居易,餘杭邑客多羈貧，其間甚者蕭與殷：天寒身上猶衣葛，日高甑中未拂塵。江城山寺十一月，北風吹沙雪紛紛。賓客不見綈袍惠，黎庶未沾襦褲恩。此時太守自慚愧，重衣復衾有餘溫。因命染人與針女，先制兩裘贈二君。吳綿細軟桂布密，柔如狐腋白似雲。勞將詩書投贈我，如此小惠何足論。我有大裘君未見，寬廣和暖如陽春。此裘非繒亦非纊，裁以法度絮以仁。刀尺鈍拙制未畢，出亦不獨裹一身。若令在郡得五考，與君展覆杭州人。,
夕因題卷後封寄微之,白居易,秦城南省清秋夜，江郡東樓明月時。去我三千六百里，得君二十五篇詩。陽春曲調高難和，淡水交情老始知。坐到天明吟未足，重封轉寄與微之。,
和裴侍中南園靜興見示,白居易,池館清且幽，高懷亦如此。有時簾動風，盡日橋照水。靜將鶴為伴，閒與雲相似。何必學留侯，崎嶇覓松子？,
歙州山行懷故山,白居易,悔別故山遠，愁行歸路遲。雲峰雜滿眼，不當隱淪時。,
謝楊東川寄衣服,白居易,年年衰老交遊少，處處蕭條書信稀。唯有巢兄不相忘，春茶未斷寄秋衣。,
早飲湖州酒，寄崔使君,白居易,一榼扶頭酒，泓澄瀉玉壺。十分蘸甲酌，瀲豔滿銀盂。捧出光華動，嘗看氣味殊。手中稀琥珀，舌上冷醍醐。瓶裡有時盡，江邊無處沽。不知崔太守，更有寄來無。,
常樂裡閒居偶題十六韻兼寄劉十五公輿、王十,白居易,帝都名利場，雞鳴無安居。獨有懶慢者，日高頭未梳。工拙性不同，進退跡遂殊。幸逢太平代，天子好文儒。小才難大用，典校在祕書。三旬兩入省，因得養頑疏。茅屋四五間，一馬二僕伕。俸錢萬六千，月給亦有餘。既無衣食牽，亦少人事拘。遂使少年心，日日常晏如。勿言無知己，躁靜各有徒。蘭臺七八人，出處與之俱。旬時阻談笑，旦夕望軒車。誰能讎校間，解帶臥吾廬。窗前有竹玩，門外有酒沽。何以待君子，數竿對一壺。,
除夜寄微之,白居易,鬢毛不覺白毿毿，一事無成百不堪。共惜盛時辭闕下，同嗟除夜在江南。家山泉石尋常憶，世路風波子細諳。老校於君合先退，明年半百又加三。,
登龍尾道南望憶廬山舊隱,白居易,龍尾道邊來一望，香爐峰下去無因。青山舉眼三千里，白髮平頭五十人。自笑形骸紆組綬，將何言語掌絲綸？君恩壯健猶難報，況被年年老逼身。,
和劉郎中學士題集賢閣,白居易,朱閣青山高庳齊，與君才子作詩題。傍聞大內笙歌近，下視諸司屋舍低。萬卷圖書天祿上，一條風景月華西。欲知丞相優賢意，百步新廊不蹋泥。,
臨池閒臥,白居易,小竹圍庭匝，平池與砌連。閒多臨水坐，老愛向陽眠。營役拋身外，幽奇送枕前。誰家臥床腳，解系釣魚船。,
官舍小亭閒望,白居易,風竹散清韻，煙槐凝綠姿。日高人吏去，閒坐在茅茨。葛衣御時暑，蔬飯療朝飢。持此聊自足，心力少營為。亭上獨吟罷，眼前無事時。數峰太白雪，一卷陶潛詩。人心各自是，我是良在茲。回謝爭名客，甘從君所嗤。,
醉戲諸妓,白居易,席上爭飛使君酒，歌中多唱舍人詩。不知明日休官後，逐我東山去是誰？,
自題新昌居止因招楊郎中小飲,白居易,地偏坊遠巷仍斜，最近東頭是白家。宿雨長齊鄰舍柳，晴光照出夾城花。春風小榼三升酒，寒食深爐一碗茶。能到南園同醉否？笙歌隨分有些些。,
?櫓唷⒃頗柑饋?,白居易,平生所好物，今日多在此。此外更何思，市朝心已矣。,
開襟,白居易,開襟何處好，竹下池邊地。餘熱體猶煩，早涼風有味。黃萎槐蕊結，紅破蓮芳墜。無奈每年秋，先來入衰思。,
喚笙歌,白居易,露墜萎花槿，風吹敗葉荷。老心歡樂少，秋眼感傷多。芳歲今如此，衰翁可奈何。猶應不如醉，試遣喚笙歌。,
自在,白居易,杲杲冬日光，明暖真可愛。移榻向陽坐，擁裘仍解帶。小奴捶我足，小婢搔我背。自問我為誰，胡然獨安泰？安泰良有以，與君論梗概。心了事未了，飢寒迫於外。事了心未了，念慮煎於內。我今實多幸，事與心和會。內外及中間，瞭然無一礙。所以日陽中，向君言自在。,
下莊南桃花,白居易,村南無限桃花發，唯我多情獨自來。日暮風吹紅滿地，無人解惜為誰開。,
聞歌妓唱嚴郎中詩因以絕句寄之　嚴前為郡守,白居易,已留舊政布中和，又付新詞與豔歌。但是人家有遺愛，就中蘇小感恩多。,
題天竺南院贈閒元清四上人,白居易,雜芳澗草合，繁綠巖樹新。山深景候晚，四月有餘春。竹寺過微雨，石徑無纖塵。白衣一居士，方袍四道人。地是佛國土，人非俗交親。城中山下別，相送亦殷勤。,
答次休上人,白居易,姓白使君無麗句，名休座主有新文。禪心不合生分別，莫愛餘霞嫌碧雲。,
贈吳丹,白居易,巧者力苦勞，智者心苦憂。愛君無巧智，終歲閒悠悠。嘗登御史府，亦佐東諸侯。手操糾謬簡，心運決勝籌。宦途似風水，君心如虛舟。泛然而不有，進退得自由。今來脫豸冠，時往侍龍樓。官曹稱心靜，居處隨跡幽。冬負南榮日，支體甚溫柔。夏臥北窗風，枕蓆如涼秋。南山入舍下，酒甕在床頭。人間有閒地，何必隱林丘。顧我愚且昧，勞生殊未休。一入金門直，星霜三四周。主恩信難報，近地徒久留。終當乞閒官，退與夫子遊。,
留題郡齋,白居易,吟山歌水嘲風月，便是三年官滿時。春為醉眠多閉閣，秋因晴望暫褰帷。更無一事移風俗，唯化州民解詠詩。,
種桃歌,白居易,食桃種其核，一年核生芽。二年長枝葉，三年桃有花。憶昨五六歲，灼灼盛芬華。迨茲八九載，有減而無加。去春已稀少，今春漸無多。明年後年後，芳意當如何。命酒樹下飲，停杯拾餘葩。因桃忽自感，悲吒成狂歌。,
別周軍事,白居易,主人頭白官仍冷，去後憐君是底人？視謁會稽元相去，不妨相見卻殷勤。,
出使在途，所騎馬死，改乘肩輿，將歸長安，,白居易,驛路崎嶇泥雪寒，欲登籃輿一長嘆。風光不見桃花騎，塵土空留杏葉鞍。喪乘獨歸殊不易，脫驂相贈豈為難。幷州好馬應無數，不怕旌旄試覓看。,
戲招諸客,白居易,黃醅綠醑迎冬熟，絳帳紅爐逐夜開。誰道洛中多逸客，不將書喚不曾來？,
醉中歸周至,白居易,金光門外昆明路，半醉騰騰信馬回。數日非關王事系，牡丹花盡始歸來。,
六年秋重題白蓮,白居易,素房含露玉冠鮮，紺葉搖風鈿扇圓。本是吳州供進藕，今為伊水寄生蓮。移根到此三千里，結子經今六七年。不獨池中花故舊，兼乘舊日採花船。,
途中題山泉,白居易,決決湧巖穴，濺濺出洞門。向東應入海，從此不歸源。似葉飄辭樹，如雲斷別根。吾身亦如此，何日返鄉園？,
結之,白居易,歡愛今何在？悲啼亦是空。同為一夜夢，共過十年中。,
江樓早秋,白居易,南國雖多熱，秋來亦不遲。湖光朝霽後，竹氣晚涼時。樓閣宜佳客，江山入好詩。清風水蘋葉，白露木蘭枝。欲作雲泉計，須營伏臘資。匡廬一步地，官滿更何之。,
洛下寓居,白居易,秋館清涼日，書因解悶看。夜窗幽獨處，琴不為人彈。遊宴慵多廢，趨朝老漸難。禪僧教斷酒，道士勸休官。渭曲莊猶在，錢唐俸尚殘。如能便歸去，亦不至飢寒。,
憶夢得　夢得能唱竹枝，聽者愁絕。,白居易,齒髮各蹉跎，疏慵與病和。愛花心在否？見酒興如何？年長風情少，官高俗慮多。幾時紅燭下，聞唱竹枝歌？,
重到毓材宅有感,白居易,欲入中門淚滿巾，庭花無主兩回春。軒窗簾幕皆依舊，只是堂前欠一人。,
對鏡偶吟贈張道士抱元,白居易,閒來對鏡自思量，年貌衰殘分所當。白髮萬莖何所怪，丹砂一粒不曾嘗。眼昏久被書料理，肺渴多因酒損傷。今日逢師雖已晚，枕中治老有何方？,
適意兩首,白居易,十年為旅客，常有飢寒愁。三年作諫官，復多屍素羞。有酒不暇飲，有山不得遊。豈無平生志，拘牽不自由。一朝歸渭上，泛如不繫舟。置心世事外，無喜亦無憂。終日一蔬食，終年一布裘。寒來彌懶放，數日一梳頭。朝睡足始起，夜酌醉即休。人心不過適，適外復何求。早歲從旅遊，頗諳時俗意。中年忝班列，備見朝廷事。作客誠已難，為臣尤不易。況餘方且介，舉動多忤累。直道速我尤，詭遇非吾志。胸中十年內，消盡浩然氣。自從返田畝，頓覺無憂愧。蟠木用難施，浮雲心易遂。悠悠身與世，從此兩相棄。,
蘭若寓居,白居易,名宦老慵求，退身安草野。家園病懶歸，寄居在蘭若。薜衣換簪組，藜杖代車馬。行止輒自由，甚覺身瀟灑。晨遊南塢上，夜息東庵下。人間千萬事，無有關心者。,
訪陳二,白居易,曉垂朱綬帶，晚著白綸巾。出去為朝客，歸來是野人。兩餐聊過日，一榻足容身。此外皆閒事，時時訪老陳。,
河南王尹初到以詩代書先問之,白居易,別來王閣老，三歲似須臾。鬢上斑多少，杯前興有無。官從分緊慢，情莫問榮枯。許入朱門否，籃輿一病夫。,
同王十七庶子、李六員外、鄭二侍御同年，四,白居易,一曲悲歌酒一尊，同年零落幾人存。世如閱水應堪嘆，名是浮雲豈足論。各從仕祿休明代，共感平生知己恩。今日與君重上處，龍門不是舊龍門。,
曲江憶李十一,白居易,李君歿後共誰遊？柳岸荷亭兩度秋。獨繞曲江行一匝，依前還立水邊愁。,
涼夜有懷　自此後詩併為應舉時作。,白居易,清風吹枕蓆，白露溼衣裳。好是相親夜，漏遲天氣涼。,
歸履道宅,白居易,驛吏引藤輿，家童開竹扉。往時多暫住，今日是長歸。眼下有衣食，耳邊無是非。不論貧與富，飲水亦應肥。,
雪中晏起偶詠所懷兼呈張常侍、韋庶子、皇甫,白居易,窮陰蒼蒼雪雰雰，雪深沒脛泥埋輪。東家典錢歸礙夜，南家貰米出凌晨。我獨何者無此弊，覆帳重衾暖若春。怕寒放懶不肯動，日高眠足方頻伸。瓶中有酒爐有炭，甕中有飯庖有薪。奴溫婢飽身晏起，致茲快活良有因。上無皋陶伯益廊廟材，的不能匡君輔國活生民。下無巢父許由箕潁操，又不能食薇飲水自苦辛。君不見南山悠悠多白雲，又不見西京浩浩唯紅塵。紅塵鬧熱白雲冷，好於冷熱中間安置身。三年僥倖忝洛尹，兩任優穩為商賓。非賢非愚非智慧，不貴不富不賤貧。冉冉老去過六十，騰騰閒來經七春。不知張韋與皇甫，私喚我作何如人。,
泛小二首,白居易,水一塘，一隻。頭漾漾知風起，背蕭蕭聞雨滴。醉臥船中欲醒時，忽疑身是江南客。船緩進，水平流。一莖竹篙剔船尾，兩幅青幕覆船頭。亞竹亂藤多照岸，如從鳳口向湖州。,
感鏡,白居易,美人與我別，留鏡在匣中。自從花顏去，秋水無芙蓉。經年不開匣，紅埃覆青銅。今朝一拂拭，自照憔悴容。照罷重惆悵，背有雙盤龍。,
崔侍御以孩子三日示其所生詩見示因以二絕和,白居易,洞房門上掛桑弧，香水盆中浴鳳雛。還似初生三日魄，嫦娥滿月即成珠。愛惜肯將同寶玉，喜歡應勝得王侯。弄璋詩句多才思，愁殺無兒老鄧攸。,
答崔十八,白居易,勞將白叟比黃公，今古由來事不同。我有商山君未見，清泉白石在胸中。,
題王家莊臨水柳亭,白居易,弱柳緣堤種，虛亭壓水開。條疑逐風去，波欲上階來。翠羽偷魚入，紅腰學舞回。春愁正無緒，爭不盡殘杯。,
訪皇甫七,白居易,上馬行數裡，逢花傾一杯。更無停泊處，還是覓君來。,
別李十一後重寄　自此後江州路上作。,白居易,秋日正蕭條，驅車出蓬蓽。回望青門道，目極心鬱郁。豈獨戀鄉土，非關慕簪紱。所愴別李君，平生同道術。俱承金馬詔，聯秉諫臣筆。共上青雲梯，中途一相失。江湖我方往，朝廷君不出。蕙帶與華簪，相逢是何日？,
初出藍田路作,白居易,停驂問前路，路在秋雲裡。蒼蒼縣南道，去途從此始。絕頂忽盤上，眾山皆下視。下視千萬峰，峰頭如浪起。朝經韓公阪，夕次藍橋水。潯陽僅四千，始行七十里。人煩馬蹄跙，勞苦已如此。,
內鄉縣村路作,白居易,日下風高野路涼，緩驅疲馬暗思鄉。渭村秋物應如此，棗赤梨紅稻穗黃。,
答劉和州禹錫,白居易,換印雖頻命未通，歷陽湖上又秋風。不教才展休明代，為罰詩爭造化功。我亦思歸田舍下，君應厭臥郡齋中。好相收拾為閒伴，年齒官班約略同。,
臨都驛送崔十八,白居易,勿言臨都五六裡，扶病出城相送來。莫道長安一步地，馬頭西去幾時回？與君後會知何處，為我今朝盡一杯。,
去歲罷杭州今春領吳郡慚無善政聊寫鄙懷兼寄,白居易,為問三丞相，如何秉國鈞。那將最劇郡，付與苦慵人。豈有吟詩客，堪為持節臣。不才空飽暖，無惠及飢貧。昨臥南城月，今行北境春。鉛刀磨欲盡，銀印換何頻。杭老遮車轍，吳童掃路塵。虛迎復虛送，慚見兩州民。,
問淮水,白居易,自嗟名利客，擾擾在人間。何事長淮水，東流亦不閒？,
不如來飲酒七首,白居易,莫隱深山去，君應到自嫌。齒傷朝水冷，貌苦夜霜嚴。漁去風生浦，樵歸雪滿巖。不如來飲酒，相對醉厭厭。莫作農夫去，君應見自愁。迎春犁瘦地，趁晚喂羸牛。數被官加稅，稀逢歲有秋。不如來飲酒，相伴醉悠悠。莫作商人去，恓惶君未諳。雪霜行塞北，風水宿江南。藏鏹百千萬，沉舟十二三。不如來飲酒，仰面醉酣酣。莫事長征去，辛勤難具論。何曾畫麟閣，只是老轅門。蟣蝨衣中物，刀槍面上痕。不如來飲酒，閤眼醉昏昏。莫學長生去，仙方誤殺君。那將薤上露，擬待鶴邊雲。矻矻皆燒藥，累累盡作墳。不如來飲酒，閒坐醉醺醺。莫上青雲去，青雲足愛憎。自賢誇智慧，相糾鬥功能。魚爛緣吞餌，蛾焦為撲燈。不如來飲酒，任性醉騰騰。莫入紅塵去，令人心力勞。相爭兩蝸角，所得一牛毛。且滅嗔中火，休磨笑裡刀。不如來飲酒，穩臥醉陶陶。,
心重答身,白居易,因我疏慵休罷早，遣君安樂歲時多。世間老苦人何限，不放君閒奈我何。,
花下自勸酒,白居易,酒盞酌來須滿滿，花枝看即落紛紛。莫言三十是年少，百歲三分已一分。,
舟中晚起,白居易,日高猶掩水窗眠，枕簟清涼八月天。泊處或依沽酒店，宿時多伴釣魚船。退身江海應無用，憂國朝廷自有賢。且向錢唐湖上去，冷吟閒醉二三年。,
贈舉之僕射　今春與僕射三為寒食之會。,白居易,雞球餳粥屢開筵，談笑謳吟間管絃。一月三回寒食會，春光應不負今年。,
題李十一東亭,白居易,相思夕上鬆臺立，蛩思蟬聲滿耳秋。惆悵東亭風月好，主人今夜在鄜州。,
盧尹賀夢得會中作,白居易,病聞川守賀筵開，起伴尚書飲一杯。任意少年長笑我，老人自覓老人來。,
和楊同州寒食乾坑會後，聞楊工部欲到，知予,白居易,夜飲歸常晚，朝眠起更遲。舉頭中酒後，引手索茶時。拂枕青長袖，欹簪白接蘺。宿酲無興味，先是肺神知。,
代諸妓贈送周判官,白居易,妓筵今夜別姑蘇，客棹明朝向鏡湖。莫泛扁舟尋范蠡，且隨五馬覓羅敷。蘭亭月破能回否，娃館秋涼卻到無？好與使君為老伴，歸來休染白髭鬚。,
龍門送別皇甫澤州赴任、韋山人南遊,白居易,隼旟歸洛知何日，鶴駕還嵩莫過春。惆悵香山雲水冷，明朝便是獨遊人。,
小橋柳,白居易,細水涓涓似淚流，日西惆悵小橋頭。衰楊葉盡空枝在，猶被霜風吹不休。,
聞行簡恩賜章服喜成長句寄之,白居易,吾年五十加朝散，爾亦今年賜服章。齒髮恰同知命歲，官銜俱是客曹郎。予與行簡俱年五十始著緋，皆是主客郎官。榮傳錦帳花聯萼，彩動綾袍雁趁行。緋多以雁銜瑞莎為之也。大抵著緋宜老大，莫嫌秋鬢數莖霜。,
宿天竺寺回,白居易,野寺經三宿，都城復一還。家仍念婚嫁，身尚系官班。蕭灑秋臨水，沉吟晚下山。長閒猶未得，逐日且偷閒。,
晚秋有懷鄭中舊隱,白居易,天高風嫋嫋，鄉思繞關河。寥落歸山夢，殷勤採蕨歌。病添心寂寞，愁人鬢蹉跎。晚樹蟬鳴少，秋階日上多。長閒羨雲鶴，久別愧煙蘿。其奈丹墀上，君恩未報何？菊，此花開盡更無花。”賜酒盈杯誰共持？宮花滿把獨相思。相思只傍花邊立，盡日吟君詠菊詩。,
寄潮州楊繼之,白居易,相府潮陽俱夢中，夢中何者是窮通？他時事過方應悟，不獨榮空辱亦空。,
答張籍因以代書,白居易,憐君馬瘦衣裘薄，許到江東訪鄙夫。今日正閒天又暖，可能扶病暫來無？,
宿湖中,白居易,水天向晚碧沉沉，樹影霞光重疊深。浸月冷波千頃練，苞霜新橘萬株金。幸無案牘何妨醉，縱有笙歌不廢吟。十隻畫船何處宿，洞庭山腳太湖心。,
贈韋鍊師,白居易,潯陽遷客為居士，身似浮雲心似灰。上界女仙無嗜慾，何因相顧兩徘徊？共遇過去人間世，曾作誰家夫婦來。,
向歸仁砌下看。思黯歸仁宅亦有小灘。,白居易,為憐清淺愛潺湲，一日三回到水邊。若道歸仁灘更好，主人何故別三年？,
晚歸府,白居易,晚從履道來歸府，街路雖長尹不嫌。馬上涼於床上坐，綠槐風透紫蕉衫。,
杏園花落時招錢員外同醉,白居易,花園欲去去應遲，正是風吹狼藉時。近西數樹猶堪醉，半落春風半在枝。,
夢與李七、庾三十二同訪元九,白居易,夜夢歸長安，見我故親友。損之在我左，順之在我右。雲是二月天，春風出攜手。同過靖安裡，下馬尋元九。元九正獨坐，見我笑開口。還指西院花，乃開北亭酒。如言各有故，似惜歡難久。神合俄頃間，神離欠申後。覺來疑在側，求索無所有。殘燈影閃牆，斜月光穿牖。天明西北望，萬里君知否？老去無見期，踟躕搔白首。,
喜閒,白居易,蕭灑伊嵩下，優遊黃綺間。未曾一日悶，已得六年閒。魚鳥為徒侶，煙霞是往還。伴僧禪閉目，迎客笑開顏。興發宵遊寺，慵時晝掩關。夜來風月好，悔不宿香山。,
答元郎中、楊員外喜烏見寄四十四字成。,白居易,南宮鴛鴦地，何忽烏來止？故人錦帳郎，聞烏笑相視。疑烏報訊息，望我歸鄉里。我歸應待烏頭白，慚愧元郎誤歡喜。,
寄陳式五兄,白居易,年來白髮兩三莖，憶別君時髭未生。惆悵料君應滿鬢，當初是我十年兄。,
神照上人　照以說壇為佛事。,白居易,心如定水隨形應，口似懸河逐病治。曾向眾中先禮拜，西方去日莫相遺。,
郡中閒獨寄微之及崔湖州,白居易,少年賓旅非吾輩，晚歲簪纓束我身。酒散更無同宿客，詩成長作獨吟人。蘋洲會面知何日，鏡水離心又一春。兩處也應相憶在，官高年長少情親。,
題孤山寺山石榴花示諸僧眾,白居易,山榴花似結紅巾，容豔新妍占斷春。色相故關行道地，香塵擬觸坐禪人。瞿曇弟子君知否，恐是天魔女化身。,
微之宅殘牡丹,白居易,殘紅零落無人賞，雨打風摧花不全。諸處見時猶悵望，況當元九小亭前。,
醉後聽唱桂華曲,白居易,桂華詞意苦丁寧，唱到常娥醉便醒。此是人間腸斷曲，莫教不得意人聽。,
招蕭處士,白居易,峽內豈無人，所逢非所思。門前亦有客，相對不相知。仰望但云樹，俯顧惟妻兒。寢食起居外，端然無所為。東郊蕭處士，聊可與開眉。能飲滿杯酒，善吟長句詩。庭前吏散後，江畔路乾時。請君攜竹杖，一赴郡齋期。,
弄龜、羅,白居易,有侄始六歲，字之為阿龜。有女生三年，其名曰羅兒。一始學笑語，一能誦歌詩。朝戲抱我足，夜眠枕我衣。汝生何其晚，我年行已衰。物情小可念，人意老多慈。酒美竟須壞，月圓終有虧。亦如恩愛緣，乃是憂惱資。舉世同此累，吾安能去之。,
重戲贈,白居易,集賢池館從他盛，履道林亭勿自輕。往往歸來嫌窄小，年年為主莫無情。,
送客回，晚興,白居易,城上雲霧開，沙頭風浪定。參差亂山出，澹濘平江淨。行客舟已遠，居人酒初醒。嫋嫋秋竹梢，巴蟬聲似磬。,
慕巢尚書書雲室人慾為置一歌者，非所安也。,白居易,東川已過二三春，南國須求一兩人。富貴大都多老大，歡娛太半為親賓。如愁翠黛應堪重，買笑黃金莫訴貧。他日相逢一杯酒，尊前還要落樑塵。,
隔浦蓮,白居易,隔浦愛紅蓮，昨日看猶在。夜來風吹落，只得一回採。花開雖有明年期，復愁明年還暫時。,
眼病二首,白居易,散亂空中千片雪，蒙籠物上一重紗。縱逢晴景如看霧，不是春天亦見花。僧說客塵來眼界，醫言風眩在肝家。兩頭治療何曾瘥，藥力微茫佛力賒。眼藏損傷來已久，病根牢固去應難。醫師盡勸先停酒，道侶多教早罷官。案上謾鋪龍樹論，盒中虛撚決明丸。人間方藥應無益，爭得金篦試刮看。,
和同州楊侍郎誇柘枝見寄,白居易,細吟馮翊使君詩，憶作餘杭太守時。君有一般輸我事，柘枝看校十年遲。,
招東鄰,白居易,小榼二升酒，新簟六尺床。能來夜話否，池畔欲秋涼。,
閒吟二首,白居易,留司老賓客，春盡興如何。官寺行香少，僧房寄宿多。閒傾一醆酒，醉聽兩聲歌。憶得陶潛語，羲皇無以過。閒遊來早晚，已得一週年。嵩洛供雲水，朝廷乞俸錢。長歌時獨酌，飽食後安眠。聞道山榴發，明朝向玉泉。,
和敏中洛下即事　時敏中為殿中分司。,白居易,昨日池塘春草生，阿連新有好詩成。花園到處鶯呼入，驄馬遊時客避行。水暖魚多似南國，人稀塵少勝西京。洛中佳境應無限，若欲諳知問老兄。,
駱生棄官居此二十餘年。,白居易,茅覆環堵亭，泉添方丈沼。紅芳照水荷，白頸觀魚鳥。拳石苔蒼翠，尺波煙杳渺。但問有意無，勿論池大小。門前車馬路，奔走無昏曉。名利驅人心，賢愚同擾擾。善哉駱處士，安置身心了。何乃獨多君？丘園居者少。,
因巖亭,白居易,箕潁人窮獨，蓬壺路阻難。何如兼吏隱，復得事躋攀。巖樹羅階下，江雲貯棟間。似移天目石，疑入武丘山。清景徒堪賞，皇恩肯放閒？遙知興未足，即被詔徵還。,
橋亭卯飲,白居易,卯時偶飲齋時臥，林下高橋橋上亭。鬆影過窗眠始覺，竹風吹面醉初醒。就荷葉上包魚鮓，當石渠中浸酒瓶。生計悠悠身兀兀，甘從妻喚作劉伶。,
亭西牆下伊渠水中置石，激流潺湲成韻，頗有,白居易,嵌巉嵩石峭，皎潔伊流清。立為遠峰勢，激作寒玉聲。夾岸羅密樹，面灘開小亭。忽疑嚴子瀨，流入洛陽城。是時群動息，風靜微月明。高枕夜悄悄，滿耳秋泠泠。終日臨大道，何人知此情。此情苟自愜，亦不要人聽。,
