name,author,content,tag
忆齐安郡,杜牧,平生睡足处，云梦泽南州。一夜风欺竹，连江雨送秋。格卑常汩汩，力学强悠悠。终掉尘中手，潇湘钓漫流。,
春日寄许浑先辈,杜牧,蓟北雁初去，湘南春又归。水流沧海急，人到白头稀。塞路尽何处？我愁当落晖。终须接鸳鹭，霄汉共高飞。,
并州道中,杜牧,行役我方倦，苦吟谁复闻？戍楼春带雪，边角暮吹云。极目无人迹，回头送雁群。如何遣公子？高卧醉醺醺。,
别怀,杜牧,相别徒成泣，经过总是空。劳生惯离别，夜梦苦西东。去路三湘浪，归程一片风。他年寄消息，书在鲤鱼中。,
寄李起居四韵,杜牧,楚女梅簪白雪姿，前溪碧水冻醪时。云罍心凸知难捧，凤管簧寒不受吹。南国剑眸能盼眄，侍臣香袖爱僛垂。自怜穷律穷途客，正劫孤灯一局棋。,
秋梦,杜牧,寒空动高吹，月色满清砧。残梦夜魂断，美人边思深。孤鸿秋出塞，一叶暗辞林。又寄征衣去，迢迢天外心。,
秋晚早发新定,杜牧,解印书千轴，重阳酒百缸。凉风满红树，晓月下秋江。岩壑会归去，尘埃终不降。悬缨未敢濯，严濑碧淙淙。,
题白蘋洲,杜牧,山鸟飞红带，亭薇拆紫花。溪光初透彻，秋色正清华。静处知生乐，喧中见死夸。无多珪组累，终不负烟霞。,
茶山下作,杜牧,春风最窈窕，日晓柳村西。娇云光占岫，健水鸣分溪。燎岩野花远，戛瑟幽鸟啼。把酒坐芳草，亦有佳人携。,
早春赠军事薛判官,杜牧,雪后新正半，春来四刻长。晴梅朱粉艳，嫩水碧罗光。弦管开双调，花钿坐两行。唯君莫惜醉，认取少年场。,
代吴兴妓春初寄薛军事,杜牧,雾冷侵红粉，春阴扑翠钿。自悲临晓镜，谁与惜流年？柳暗霏微雨，花愁黯淡天。金钗有几只，抽当酒家钱。,
秋日偶题,杜牧,荷花兼柳叶，彼此不胜秋。玉露滴初泣，金风吹更愁。绿眉甘弃坠，红脸恨飘流。叹息是游子，少年还白头。,
斫竹,杜牧,寺废竹色死，宦家宁尔留。霜根渐随斧，风玉尚敲秋。江南苦吟客，何处送悠悠。,
后池泛舟送王十秀才,杜牧,城日晚悠悠，弦歌在碧流。夕风飘度曲，烟屿隐行舟。问拍疑新令，怜香占彩球。当筵虽一醉，宁复缓离愁。,
江楼晚望,杜牧,湖山翠欲结蒙笼，汗漫谁游夕照中？初语燕雏知社日，习飞鹰隼识秋风。波摇珠树千寻拔，山凿金陵万仞空。不欲登楼更怀古，斜阳江上正飞鸿。,
蔷薇花,杜牧,朵朵精神叶叶柔，雨晴香拂醉人头。石家锦障依然在，闲倚狂风夜不收。,
陵阳送客,杜牧,南楼送郢客，西郭望荆门。凫鹄下寒渚，牛羊归远村。兰舟倚行棹，桂酒掩余樽。重此一留宿，前汀烟月昏。,
襄阳雪夜感怀,杜牧,往事起独念，飘然自不胜。前滩急夜响，密雪映寒灯。的的三年梦，迢迢一线縆。明朝楚山上，莫上最高层。,
咏歌圣德远怀天宝因题关亭长句四韵,杜牧,圣敬文思业太平，海寰天下唱歌行。秋来气势洪河壮，霜后精神泰华狞。广德者强朝万国，用贤无敌是长城。君王若悟治安论，安史何人敢弄兵？,
寄浙东韩乂评事,杜牧,一笑五云溪上舟，跳丸日月十经秋。鬓衰酒减欲谁泥，迹辱魂惭好自尤。梦寐几回迷蛱蝶，文章应广《畔牢愁》。无穷尘土无聊事，不得清言解不休。,
卜居招书侣,杜牧,忆昨未知道，临川每羡鱼。世途行处见，人事病来疏。微雨秋栽竹，孤灯夜读书。怜君亦同志，晚岁傍山居。,
秋夕有怀,杜牧,念远坐西阁，华池涵月凉。书回秋欲尽，酒醒夜初长。露白莲衣浅，风清蕙带香。前年此佳景，兰棹醉横塘。,
经古行宫,杜牧,台阁参差倚太阳，年年花发满山香。重门勘锁青春晚，深殿垂帘白日长。草色芊绵侵御路，泉声呜咽绕宫墙。先皇一去无回驾，红粉云环空断肠。,
寄沣州张舍人笛,杜牧,发匀肉好生春岭，截玉钻星寄使君。檀的染时痕半月，《落梅》飘处响穿云。楼中威凤倾冠听，沙上惊鸿掠水分。遥想紫泥封诏罢，夜深应隔禁墙闻。,
题青云馆,杜牧,虬蟠千仞剧羊肠，天府由来百二强。四皓有芝轻汉祖，张仪无地与怀王。云连帐影萝阴合，枕绕泉声客梦凉。深处会容高尚者，水苗三顷百株桑。,
宣州留赠,杜牧,红铅湿尽半罗裙，洞府人间手欲分。满面风流虽似玉，四年夫婿恰如云。当春离恨杯长满，倚柱关情日渐曛。为报眼波须稳当，五陵游宕莫知闻。,
送薛邽二首,杜牧,可怜走马骑驴汉，岂有风光肯占伊。只有三张最惆怅，下山回马尚迟迟。小捷风流已俊才，便将红粉作金台。明年未去池阳郡，更乞春时却重来。,
皇风,杜牧,仁圣天子神且武，内兴文教外披攘。以德化人汉文帝，侧身修道周宣王。迒蹊巢穴尽窒塞，礼乐刑政皆弛张。何当提笔侍巡狩，前驱白旆吊河湟。,
悲吴王城,杜牧,二月春风江上来，水精波动碎楼台。吴王宫殿柳含翠，苏小宅房花正开。解舞细腰何处往？能歌姹女逐谁回？千秋万古无消息，国作荒原人作灰。,
寄沈褒秀才,杜牧,晴河万里色如刀，处处浮云卧碧桃。仙桂茂时金镜晓，洛波飞处玉容高。雄如宝剑冲牛斗，丽似鸳鸯养羽毛。他日忆君何处望，九天香满碧萧骚。,
许七侍御弃官东归潇洒江南颇闻自适高秋企望,杜牧,天子绣衣吏，东吴美退居。有园同庾信，避事学相如。兰畹晴香嫩，筠溪翠影疏。江山九秋后，风月六朝余。锦帙开诗轴，青囊结道书。霜岩红薜荔，露沼白芙蕖。睡雨高梧密，棋灯小阁虚。冻醪元亮秫，寒鲙季鹰鱼。尘意迷今古，云情识卷舒。他年雪中棹，阳羡访吾庐。于义兴县，近有水榭。,
将出关宿层峰驿却寄李谏议,杜牧,孤驿在重阻，云根掩柴扉。数声暮禽切，万壑秋意归。心驰碧泉涧，目断青琐闱。明日武关外，梦魂劳远飞。,
重送王十,杜牧,分袂还应立马看，向来离思始知难。雁飞不见行尘灭，景下山遥极目寒。,
街西长句,杜牧,碧池新涨浴娇鸦，分锁长安富贵家。游骑偶同人斗酒，名园相倚杏交花。银鞦騕袅嘶宛马，绣鞅璁珑走钿车。一曲将军何处笛？连云芳树日初斜。,
出宫人二首,杜牧,闲吹玉殿昭华管，醉折梨园缥蒂花。十年一梦归人世，绛缕犹封系臂纱。平阳拊背穿驰道，铜雀分香下璧门。几向缀珠深殿里，妒抛羞态卧黄昏。,
池州废林泉寺,杜牧,废寺林溪上，颓垣倚乱峰。看栖归树鸟，犹想过山钟。石路寻僧去，此生应不逢。,
重送王十,杜牧,执袂还应立马看，向来离思始知难。雁飞不见行尘灭，景下山遥极目寒。,
洛阳长句二首,杜牧,草色人心相与闲，是非名利有无间。桥横落照虹堪画，树锁千门鸟自还。芝盖不来云杳杳，仙舟何处水潺潺。君王谦让泥金事，苍翠空高万岁山。天汉东穿白玉京，日华浮动翠光生。桥边游女珮环委，波底上阳金碧明。月锁名园孤鹤唳，川酣秋梦凿龙声。连昌绣岭行宫在，玉辇何时父老迎。,
芭蕉,杜牧,芭蕉为雨移，故向窗前种。怜渠点滴声，留得归乡梦。梦远莫归乡，觉来一翻动。,
宣州送裴坦判官往舒州时牧欲赴官归京,杜牧,日暖泥融雪半消，行人芳草马声骄。九华山路云遮寺，清弋江村柳拂桥。君意如鸿高的的，我心悬旆正摇摇。同来不得同归去，故国逢春一寂寥！,
句溪夏日送卢霈秀才归王屋山将欲赴举,杜牧,野店正纷泊，茧蚕初引丝。行人碧溪渡，系马绿杨枝。苒苒迹始去，悠悠心所期。秋山念君别，惆怅桂花时。,
早秋客舍,杜牧,风吹一片叶，万物已惊秋。独夜他乡泪，年年为客愁。别离何处尽？摇落几时休？不及磻溪叟，身闲长自由。,
书情,杜牧,谁家洛浦神，十四五来人？媚发轻垂额，香衫软着身。摘莲红袖湿，窥渌翠蛾频。飞鹊徒来往，平阳公主亲。,
丹水,杜牧,何事苦萦回，离肠不自裁。恨身随梦去，春态逐云来。沈定蓝光彻，喧盘粉浪开。翠岩三百尺，谁作子陵台。,
汉江,杜牧,溶溶漾漾白鸥飞，绿净春深好染衣。南去北来人自老，夕阳长送钓船归。,
过鲍溶宅有感,杜牧,寥落故人宅，今来身已亡。古苔封墨沼，深竹映书堂。秋色池馆静，雨声云水凉。无因展交道，日暮剖心肠。,
石池,杜牧,通竹引泉脉，泓澄深石盆。惊鱼翻藻叶，浴鸟上松根。残月留山影，高风耗水痕。谁家洗秋药，来往自开门。,
怀政禅师院,杜牧,山斋路几层，败衲学真乘。寒暑移双树，光阴尽一灯。风飘高竹雪，泉涨小池冰。莫讶频来此，修身欲到僧。,
初春雨中舟次和州横江裴使君见迎李赵二秀才,杜牧,芳草渡头微雨时，万株杨柳拂波垂。蒲根水暖雁初浴，梅径香寒蜂未知。辞客倚风吟暗淡，使君回马湿旌旗。江南仲蔚多情调，怅望春阴几首诗。,
秋霁寄远,杜牧,初霁独登赏，西楼多远风。横烟秋水上，疏雨夕阳中。高树下山鸟，平芜飞草虫。唯应待明月，千里与君同。,
题横江馆,杜牧,孙家兄弟晋龙骧，驰骋功名业帝王。至竟江山谁是主？苔矶空属钓鱼郎。,
梁秀才以早春旅次大梁将归郊扉言怀兼别示亦,杜牧,玉塞功犹阻，金门事已陈。世途皆扰扰，乡党尽循循。客道难投足，家声易发身。松篁标节晚，兰蕙吐词春。处困羞摇尾，怀忠壮犯鳞。宅临三楚水，衣带二京尘。敛迹愁山鬼，遗形慕谷神。采芝先避贵，栽橘早防贫。弦泛桐材响，杯澄糯醁醇。但寻陶令集，休献楚王珍。林密闻风远，池平见月匀。藤龛红婀娜，苔磴绿嶙峋。雪树交梁苑，冰河涨孟津。面邀文作友，心许德为邻。旅馆将分被，婴儿共洒巾。渭阳连汉曲，京口接漳滨。通塞时应定，荣枯理会均。儒流当自勉，妻族更谁亲？照瞩三光政，生成四气仁。磻溪有心者，垂白肯湮沦。,
寄内兄和州崔员外十二韵,杜牧,历阳崔太守，何日不含情。恩义同钟李，埙篪实弟兄。光尘能混合，擘画最分明。台阁仁贤誉，闺门孝友声。西方像教毁，南海绣衣行。金橐宁回顾，珠簟肯一枨。只宜裁密诏，何自取专城。进退无非道，徊翔必有名。好风初婉软，离思苦萦盈。金马旧游贵，桐庐春水生。雨侵寒牖梦，梅引冻醪倾。共祝中兴主，高歌唱太平。,
行经庐山东林寺,杜牧,离魂断续楚江壖，叶坠初红十月天。紫陌事多难暂息，青山长在好闲眠。方趋上国期干禄，未得空堂学坐禅。他岁若教如范蠡，也应须入五湖烟。,
代人寄远　六言二首,杜牧,河桥酒旆风软，候馆梅花雪娇。宛陵楼上瞪目，我郎何处情饶？绣领任垂蓬髻，丁香闲结春梢。剩肯新年归否？江南绿草迢迢。,
秋岸,杜牧,河岸微退落，柳影微雕疏。船上听呼稚，堤南趁漉鱼。数帆旗去疾，一艇箭回初。曾入相思梦，因凭附远书。,
怀吴中冯秀才　一作张祜诗，题作《枫桥》,杜牧,长洲苑外草萧萧，却算游城岁月遥。唯有别时今不忘，暮烟疏雨过枫桥。,
李侍郎于阳羡里富有泉石牧亦于阳羡粗有薄产,杜牧,冥鸿不下非无意，塞马归来是偶然。紫绶公卿今放旷，白头郎吏尚留连。终南山下抛泉洞，阳羡溪中买钓船。欲与明公操履杖，愿闻休去是何年。,
望少华三首,杜牧,身随白日看将老，心与青云自有期。今对晴峰无十里，世缘多累暗生悲。文字波中去不还，物情初与是非闲。时名竟是无端事，羞对灵山道爱山。眼看云鹤不相随，何况尘中事作为。好伴羽人深洞去，月前秋听玉参差。,
醉眠,杜牧,秋醪雨中熟，寒斋落叶中。幽人本多睡，更酌一樽空。,
洛中监察病假满送韦楚老拾遗归朝,杜牧,洛桥风暖细翻衣，春引仙官去玉墀。独鹤初冲太虚日，九牛新落一毛时。行开教化期君是，卧病神祇祷我知。十载丈夫堪耻处，朱云犹掉直言旗。,
猿,杜牧,月白烟青水暗流，孤猿衔恨叫中秋。三声欲断疑肠断，饶是少年今白头。,
即事黄州作,杜牧,因思上党三年战，闲咏周公七月诗。竹帛未闻书死节，丹青空见画灵旗。萧条井邑如鱼尾，早晚干戈识虎皮。莫笑一麾东下计，满江秋浪碧参差。,
夜泊桐庐先寄苏台卢郎中,杜牧,水槛桐庐馆，归舟系石根。笛吹孤戍月，犬吠隔溪村。十载违清裁，幽怀未一论。苏台菊花节，何处与开樽？,
八月十二日得替后移居霅溪馆因题长句四韵,杜牧,万家相庆喜秋成，处处楼台歌板声。千岁鹤归犹有恨，一年人住岂无情。夜凉溪馆留僧话，风定苏潭看月生。景物登临闲始见，愿为闲客此闲行。,
晓望,杜牧,独起望山色，水鸡鸣蓼洲。房星随月晓，楚木向云秋。曲渚疑江尽，平沙似浪浮。秦原在何处？泽国碧悠悠。,
独柳,杜牧,含烟一株柳，拂地摇风久。佳人不忍折，怅望回纤手。,
赠朱道灵,杜牧,刘根丹篆三千字，郭璞青囊两卷书。牛渚矶南谢山北，白云深处有岩居。,
台城曲二首,杜牧,整整复斜斜，隋旗簇晚沙。门外韩擒虎，楼头张丽华。谁怜容足地，却羡井中蛙。王颁兵势急，鼓下坐蛮奴。潋滟倪塘水，叉牙出骨须。干芦一炬火，回首是平芜。,
绿萝,杜牧,绿萝萦数匝，本在草堂间。秋色寄高树，昼阴笼近山。移花疏处过，劚药困时攀。日暮微风起，难寻旧径还。,
云梦泽,杜牧,日旗龙旆想飘扬，一索功高缚楚王。直是超然五湖客，未如终始郭汾阳。,
汴河怀古,杜牧,锦缆龙舟隋炀帝，平台复道汉梁王。游人闲起前朝念，《折柳》孤吟断杀肠。,
郑瓘协律,杜牧,广文遗韵留樗散，鸡犬图书共一船。自说江湖不归事，阻风中酒过年年。,
重题绝句一首,杜牧,邮亭寄人世，人世寄邮亭。何如自筹度，鸿路有冥冥。,
途中一绝,杜牧,镜中丝发悲来惯，衣上尘痕拂渐难。惆怅江湖钓竿手，却遮西日向长安。,
将赴京题陵阳王氏水居,杜牧,帘卷平芜接远天，暂宽行役到尊前。是非境里有闲日，荣辱尘中无了年。山簇暮云千野雨，江分秋水九条烟。马蹄不道贪西去，争向一声高树蝉。,
初上船留寄,杜牧,烟水本好尚，亲交何惨凄。况为珠履客，即泊锦帆堤。沙雁同船去，田鸦绕岸啼。此时还有味，必卧日从西。,
奉和仆射相公春泽稍愆圣君轸虑嘉雪忽降品汇,杜牧,飘来鸡树凤池边，渐压琼枝冻碧涟。银阙双高银汉里，玉山横列玉墀前。昭阳殿下风回急，承露盘中月彩圆。上相抽毫歌帝德，一篇风雅美丰年。,
重送,杜牧,手捻金仆姑，腰悬玉辘轳。爬头峰北正好去，系取可汗钳作奴。六宫虽念相如赋，其那防边重武夫！,
和宣州沈大夫登北楼书怀,杜牧,兵符严重辞金马，星剑光芒射斗牛。笔落青山飘古韵，帐开红旆照高秋。香连日彩浮绡幕，溪逐歌声绕画楼。可惜登临佳丽地，羽仪须去凤池游。,
早春阁下寓直萧九舍人亦直内署因寄书怀四韵,杜牧,御水初消冻，宫花尚怯寒。千峰横紫翠，双阙凭栏干。玉漏轻风顺，金茎淡日残。王乔在何处，清汉正骖鸾。,
早春题真上人院,杜牧,清羸已近百年身，古寺风烟又一春。寰海自成戎马地，唯师曾是太平人。,
今皇帝陛下一诏征兵不日功集河湟诸郡次第归,杜牧,捷书皆应睿谋期，十万曾无一镞遗。汉武惭夸朔方地，宣王休道太原师。威加塞外寒来早，恩入河源冻合迟。听取满城歌舞曲，凉州声韵喜参差。,
送故人归山,杜牧,三清洞里无端别，又拂尘衣欲卧云。看著挂冠迷处所，北山萝月在《移文》。,
送王侍御赴夏口座主幕,杜牧,君为珠履三千客，我是青衿七十徒。礼数全优知隗始，讨论常见念回愚。黄鹤楼前春水阔，一杯还忆故人无？,
重送,杜牧,手撚金仆姑，腰悬玉辘轳。爬头峰北正好去，系取可汗钳作奴。六宫虽念相如赋，其那防边重武夫。,
不饮赠酒,杜牧,细算人生事，彭殇共一筹。与愁争底事，要尔作戈矛？,
送杜顗赴润州幕,杜牧,少年才俊赴知音，丞相门栏不觉深。直到事人男子业，异乡加饭弟兄心。还须整理韦弦佩，莫独矜夸玳瑁簪。若去上元怀古去，谢安坟下与沉吟。,
书怀寄卢州,杜牧,谢山南畔州，风物最宜秋。太守悬金印，佳人敞画楼。凝缸暗醉夕，残月上汀洲。可惜当年鬓，朱门不得游。,
怅诗,杜牧,自是寻春去校迟，不须惆怅怨芳时。狂风落尽深红色，绿叶成阴子满枝。,描写春天
贺崔大夫崔正字,杜牧,内举无惭古所难，燕台遥想拂尘冠。登龙有路水不峻，一雁背飞天正寒。别夜酒余红烛短，映山帆去碧霞残。谢公楼下潺湲响，离恨诗情添几般。,
边上晚秋,杜牧,黑山南面更无州，马放平沙夜不收。风送孤城临晚角，一声声入客心愁。,
春怀,杜牧,年光何太急，倏忽又青春。明月谁为主？江山暗换人。莺花潜运老，荣乐渐成尘。遥忆朱门柳，别离应更频。,
隋堤柳,杜牧,夹岸垂杨三百里，只应图画最相宜。自嫌流落西归疾，不见东风二月时。,
鸦,杜牧,扰扰复翻翻，黄昏扬冷烟。毛欺皇后发，声感楚姬弦。蔓垒盘风下，霜林接翅眠。只如西旅样，头白岂无缘。,
折菊,杜牧,篱东菊径深，折得自孤吟。雨中衣半湿，拥鼻自知心。,
骕骦坂,杜牧,荆州一万里，不如蒯易度。仰首望飞鸣，伊人何异趣？,
哭李给事中敏,杜牧,阳陵郭门外，陂阤丈五坟。九泉如结友，兹地好埋君。,
哭韩绰,杜牧,平明送葬上都门，绋翣交横逐去魂。归来冷笑悲身事，唤妇呼儿索酒盆。,
新定途中,杜牧,无端偶效张文纪，下杜乡园别五秋。重过江南更千里，万山深处一孤舟。,
送苏协律从事振武,杜牧,琴尊诗思劳，更欲学龙韬。王粲暂投笔，吕虔初佩刀。夜吟关月苦，秋望塞云高。去去从军乐，雕飞岱马豪。,
除官赴阙商山道中绝句,杜牧,水叠鸣珂树如帐，长杨春殿九门珂。我来惆怅不自决，欲去欲住终如何？,
途中作,杜牧,绿树南阳道，千峰势远随。碧溪风澹态，芳树雨余姿。野渡云初暖，征人袖半垂。残花不一醉，行乐是何时？,
留题李侍御书斋,杜牧,曾话平生志，书斋几见留。道孤心易感，恩重力难酬。独立千峰晚，频来一叶秋。鸡鸣应有处，不学泪空流。,
送李群玉赴举,杜牧,故人别来面如雪，一榻拂云秋影中。玉白花红三百首，五陵谁唱与春风？,
送薛种游湖南,杜牧,贾傅松醪酒，秋来美更香。怜君片云思，一棹去潇湘。,
题元处士高亭,杜牧,水接西江天外声，小斋松影拂云平。何人教我吹长笛，与倚春风弄月明。,
送陆洿郎中弃官东归,杜牧,少微星动照春云，魏阙衡门路自分。倏去忽来应有意，世间尘土谩疑君。,
寄远人,杜牧,终日求人卜，回回道好音。那时离别后，入梦到如今。,
见穆三十宅中庭梅榴花谢,杜牧,矜红掩素似多才，不待樱桃不逐梅。春到未曾逢宴赏，雨余争解免低徊。巧穷南国千般艳，趁得东风二月开。堪恨王孙浪游去，落英狼藉始归来。,
洛阳秋夕,杜牧,泠泠寒水带霜风，更在天桥夜景中。清禁漏闲烟树寂，月轮移在上阳宫。,
赠猎骑,杜牧,已落双雕血尚新，鸣鞭走马又翻身。凭君莫射南来雁，恐有家书寄远人。,
和令狐侍御赏蕙草,杜牧,寻常诗思巧如春，又喜幽亭蕙草新。本是馨香比君子，绕栏今更为何人？,
陕州醉赠裴四同年,杜牧,凄风洛下同羁思，迟日棠阴得醉歌。自笑与君三岁别，头衔依旧鬓丝多。,
破镜,杜牧,佳人失手镜初分，何日团圆再会君？今朝万里秋风起，山北山南一片云。,
长安雪后,杜牧,秦陵汉苑参差雪，北阙南山次第春。车马满城原上去，岂知惆怅有闲人。,
杏园,杜牧,夜来微雨洗芳尘，公子骅骝步贴匀。莫怪杏园憔悴去，满城多少插花人。,
羊栏浦夜陪宴会,杜牧,戈槛营中夜未央，雨沾云惹侍襄王。球来香袖依稀暖，酒凸觥心泛滟光。红弦高紧声声急，珠唱铺圆袅袅长。自比诸生最无取，不知何处亦升堂？,
江南怀古,杜牧,车书混一业无穷，井邑山川今古同。戊辰年向金陵过，惆怅闲吟忆庾公。,
牧陪昭应卢郎中在江西宣州佐今吏部沈公幕罢,杜牧,燕雁下扬州，凉风柳陌愁。可怜千里梦，还是一年秋。宛水环朱槛，章江敞碧流。谬陪吾益友，祗事我贤侯。印组萦光马，锋芒看解牛。井闾安乐易，冠盖惬依投。政简稀开阁，功成每运筹。送春经野坞，迟日上高楼。玉裂歌声断，霞飘舞带收。泥情斜拂印，别脸小低头。日晚花枝烂，红凝粉彩稠。未曾孤酩酊，剩肯只淹留。重德俄征宠，诸生苦宦游。分途之绝国，洒泪拜行辀。聚散真漂梗，光阴极转邮。铭心徒历历，屈指尽悠悠。君作烹鲜用，谁膺仄席求？卷怀能愤悱，卒岁且优游。去矣时难遇，沽哉价莫酬。满枝为鼓吹，衷甲避戈矛。隋帝宫荒草，秦王土一丘。相逢好大笑，除此总云浮。,
怀归,杜牧,尘埃终日满窗前，水态云容思浩然。争得便归湘浦去，却持竿上钓鱼船。,
伤友人悼吹箫妓,杜牧,玉箫声断没流年，满目春愁陇树烟。艳质已随云雨散，凤楼空锁月明天。,
访许颜,杜牧,门近寒溪窗近山，枕山流水日潺潺。长嫌世上浮云客，老向尘中不解颜。,
青冢,杜牧,青冢前头陇水流，燕支山上暮云秋。蛾眉一坠穷泉路，夜夜孤魂月下愁。,
池州清溪,杜牧,弄溪终日到黄昏，照数秋来白发根。何物赖君千遍洗，笔头尘土渐无痕。,
嘲妓（牧罢宣州幕，经陕，有酒纠妓肥硕，牧,杜牧,盘古当时有远孙，尚令今日逞家门。一车白土将泥项，十幅红旗补破裈。瓦官寺里逢行迹，华岳山前见掌痕。不须惆怅忧难嫁，待与将书问乐坤。,
重登科,杜牧,星汉离宫月出轮，满街含笑绮罗春。花前每被青蛾问，何事重来只一人？,
将赴湖州留题亭菊,杜牧,陶菊手自种，楚兰心有期。遥知渡江日，正是撷芳时。,
题水西寺,杜牧,三日去还住，一生焉再游。含情碧溪水，重上粲公楼。,
赠别宣州崔群相公,杜牧,衰散相逢洛水边，却思同在紫薇天。尽将舟楫板桥去，早晚归来更济川。,
商山麻涧,杜牧,云光岚彩四面合，柔柔垂柳十余家。雉飞鹿过芳草远，牛巷鸡埘春日斜。秀眉老父对樽酒，茜袖女儿簪野花。征车自念尘土计，惆怅溪边书细沙。,田园诗
重到襄阳哭亡友韦寿朋,杜牧,故人坟树立秋风，伯道无儿迹更空。重到笙歌分散地，隔江吹笛月明中。,
和州绝句,杜牧,江湖醉渡十年春，牛渚山边六问津。历阳前事知何实，高位纷纷见陷人。,
秋晚怀茅山石涵村舍,杜牧,十亩山田近石涵，村居风俗旧曾谙。帘前白艾惊春燕，篱上青桑待晚蚕。云暖采茶来岭北，月明沽酒过溪南。陵阳秋尽多归思，红树萧萧覆碧潭。,
汴河阻冻,杜牧,千里长河初冻时，玉珂瑶佩响参差。浮生恰似冰底水，日夜东流人不知。,
有怀重送斛斯判官,杜牧,苍苍烟月满川亭，我有劳歌一为听。将取离魂随白骑，三台星里拜文星。,
寄牛相公,杜牧,汉水横冲蜀浪分，危楼点的拂孤云。六年仁政讴歌去，柳远春堤处处闻。,
斑竹筒簟,杜牧,血染斑斑成锦纹，昔年遗恨至今存。分明知是湘妃泣，何忍将身卧泪痕。,
别沈处士,杜牧,旧事参差梦，新程逦迤秋。故人如见忆，时到寺东楼。,
留赠,杜牧,舞靴应任闲人看，笑脸还须待我开。不用镜前空有泪，蔷薇花谢即归来。,
留诲曹师等诗,杜牧,万物有丑好，各一姿状分。唯人即不尔，学与不学论。学非探其花，要自拔其根。孝友与诚实，而不忘尔言。根本既深实，柯叶自滋繁。念尔无忽此，期以庆吾门。,
别家,杜牧,初岁娇儿未识爷，别爷不拜手吒叉。拊头一别三千里，何日迎门却到家？,
赠终南兰若僧,杜牧,北阙南山是故乡，两枝仙桂一时芳。休公都不知名姓，始觉禅门气味长。,
方响,杜牧,数条秋水挂琅玕，玉手丁当怕夜寒。曲尽连敲三四下，恐惊珠泪落金盘。,
奉和白相公圣德和平致兹休运岁终功就合咏盛,杜牧,行看腊破好年光，万寿南山对未央。黠戛可汗修职贡，文思天子复河湟。应须日御西巡狩，不假星弧北射狼。吉甫裁诗歌盛业，一篇江汉美宣王。,
闻庆州赵纵使君与党项战中箭身死长句,杜牧,将军独乘铁骢马，榆溪战中金仆姑。死绥却是古来有，骁将自惊今日无。青史文章争点笔，朱门歌舞笑捐躯。谁知我亦轻生者，不得君王丈二殳。,
后池泛舟送王十,杜牧,相送西郊暮景和，青苍竹外绕寒波。为君蘸甲十分饮，应见离心一倍多。,
奉陵宫人,杜牧,相如死后无词客，延寿亡来绝画工。玉颜不是黄金少，泪滴秋山入寿宫。,
寄东塔僧,杜牧,初月微明漏白烟，碧松梢外挂青天。西风静起传深业，应送愁吟入夜蝉。,
瑶瑟,杜牧,玉仙瑶瑟夜珊珊，月过楼西桂烛残。风景人间不如此，动摇湘水彻明寒。,
别王十后遣京使累路附书,杜牧,重关晓度宿云寒，羸马缘知步步难。此信的应中路见，乱山何处拆书看？,
许秀才至辱李蕲州绝句问断酒之情因寄,杜牧,有客南来话所思，故人遥枉醉中诗。暂因微疾须防酒，不是欢情减旧时。,
送张判官归兼谒鄂州大夫,杜牧,处士闻名早，游秦献疏回。腹中书万卷，身外酒千杯。江雨春波阔，园林客梦催。今君拜旌戟，凛凛近霜台。,
将赴宣州留题扬州禅智寺,杜牧,故里溪头松柏双，来时尽日倚松窗。杜陵隋苑已绝国，秋晚南游更渡江。,
春日古道傍作,杜牧,万古荣华旦暮齐，楼台春尽草萋萋。君看陌上何人墓，旋化红尘送马蹄？,
游池州林泉寺金碧洞,杜牧,袖拂霜林下石棱，潺湲声断满溪冰。携茶腊月游金碧，合有文章病茂陵。,
游边,杜牧,黄沙连海路无尘，边草长枯不见春。日暮拂云堆下过，马前逢著射雕人。,
入茶山下题水口草市绝句,杜牧,倚溪侵岭多高树，夸酒书旗有小楼。惊起鸳鸯岂无恨，一双飞去却回头。,
隋宫春,杜牧,龙舟东下事成空，蔓草萋萋满故宫。亡国亡家为颜色，露桃犹自恨春风。,
江楼,杜牧,独酌芳春酒，登楼已半醺。谁惊一行雁，冲断过江云？,
山石榴,杜牧,似火山榴映小山，繁中能薄艳中闲。一朵佳人玉钗上，只疑烧却翠云鬟。,
村舍燕,杜牧,汉宫一百四十五，多下珠帘闭琐窗。何处营巢夏将半，茅檐烟里语双双。,
醉后题僧院,杜牧,离心忽忽复凄凄，雨晦倾瓶取醉泥。可羡高僧共心语，一如携稚往东西。,
见吴秀才与池妓别因成绝句,杜牧,红烛短时羌笛怨，清歌咽处蜀弦高。万里分飞两行泪，满江寒雨正萧骚。,
题新定八松院小石,杜牧,雨滴珠玑碎，苔生紫翠重。故关何日到？且看小三峰。,
西山草堂,杜牧,何处人事少？西峰旧草堂。晒书秋日晚，洗药石泉香。后岭有微雨，北窗生晓凉。徒劳问归路，峰叠绕家乡。,
书怀寄中朝往还,杜牧,平生自许少尘埃，为吏尘中势自回。朱绂久惭官借与，白头还叹老将来。须知世路难轻进，岂是君门不大开。霄汉几多同学伴，可怜头角尽卿材。,
贵游,杜牧,朝回珮马草萋萋，年少恩深卫霍齐。斧钺旧威龙塞北，池台新赐凤城西。门通碧树开金锁，楼对青山倚玉梯。南陌行人尽回首，笙歌一曲暮云低。,
